data,Tipo de leito,Tipo de agravo,Número de leitos infantil ativos,Número de leitos infantil ocupados,Taxa de ocupação (%) de leitos infantil,Média móvel do número de crianças internadas,Média móvel do número de leitos para crianças ativos
2021-08-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),211.0,73.0,34.6,75.6,185.9
2021-08-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),190.0,73.0,38.42,73.7,183.7
2021-08-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),203.0,80.0,39.41,72.6,184.3
2021-08-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),75.0,25.0,33.33,72.3,183.0
2021-08-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),207.0,82.0,39.61,72.4,185.6
2021-08-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),222.0,86.0,38.74,71.7,187.9
2021-08-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),198.0,85.0,42.93,72.0,186.6
2021-08-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),189.0,87.0,46.03,74.0,183.4
2021-08-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),207.0,85.0,41.06,75.7,185.9
2021-08-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),79.0,34.0,43.04,69.1,168.1
2021-08-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),65.0,28.0,43.08,69.6,166.7
2021-08-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),203.0,81.0,39.9,69.4,166.1
2021-08-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),189.0,93.0,49.21,70.4,161.4
2021-08-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),204.0,92.0,45.1,71.4,162.3
2021-09-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),73.0,35.0,47.95,64.0,145.7
2021-09-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),178.0,77.0,43.26,62.9,141.6
2021-09-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),218.0,89.0,40.83,70.7,161.4
2021-09-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),70.0,35.0,50.0,71.7,162.1
2021-09-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),193.0,81.0,41.97,71.7,160.7
2021-09-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),191.0,80.0,41.88,69.9,161.0
2021-09-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),59.0,23.0,38.98,60.0,140.3
2021-09-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),197.0,87.0,44.16,67.4,158.0
2021-09-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),193.0,88.0,45.6,69.0,160.1
2021-09-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),194.0,85.0,43.81,68.4,156.7
2021-09-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),85.0,39.0,45.88,69.0,158.9
2021-09-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),193.0,86.0,44.56,69.7,158.9
2021-09-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),198.0,97.0,48.99,72.1,159.9
2021-09-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),214.0,94.0,43.93,82.3,182.0
2021-09-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),193.0,100.0,51.81,84.1,181.4
2021-09-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),196.0,90.0,45.92,84.4,181.9
2021-09-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),192.0,87.0,45.31,84.7,181.6
2021-09-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),72.0,35.0,48.61,84.1,179.7
2021-09-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),192.0,91.0,47.4,84.9,179.6
2021-09-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),78.0,43.0,55.13,77.1,162.4
2021-09-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),195.0,98.0,50.26,77.7,159.7
2021-09-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),198.0,94.0,47.47,76.9,160.4
2021-09-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),192.0,83.0,43.23,75.9,159.9
2021-09-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),71.0,29.0,40.85,67.6,142.6
2021-09-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),68.0,24.0,35.29,66.0,142.0
2021-09-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),191.0,87.0,45.55,65.4,141.9
2021-09-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),193.0,79.0,40.93,70.6,158.3
2021-09-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),197.0,90.0,45.69,69.4,158.6
2021-09-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),180.0,89.0,49.44,68.7,156.0
2021-09-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),194.0,78.0,40.21,68.0,156.3
2021-10-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),194.0,66.0,34.02,73.3,173.9
2021-10-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),62.0,16.0,25.81,72.1,173.0
2021-10-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),178.0,63.0,35.39,68.7,171.1
2021-10-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),169.0,66.0,39.05,66.9,167.7
2021-10-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),183.0,80.0,43.72,65.4,165.7
2021-10-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),185.0,99.0,53.51,66.9,166.4
2021-10-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),175.0,97.0,55.43,69.6,163.7
2021-10-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),191.0,101.0,52.88,74.6,163.3
2021-10-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),62.0,26.0,41.94,76.0,163.3
2021-10-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),163.0,92.0,56.44,80.1,161.1
2021-10-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,99.0,59.28,84.9,160.9
2021-10-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),163.0,102.0,62.58,88.0,158.0
2021-10-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),166.0,76.0,45.78,84.7,155.3
2021-10-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),183.0,74.0,40.44,81.4,156.4
2021-10-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),171.0,69.0,40.35,76.9,153.6
2021-10-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),163.0,60.0,36.81,81.7,168.0
2021-10-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),181.0,77.0,42.54,79.6,170.6
2021-10-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),188.0,83.0,44.15,77.3,173.6
2021-10-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),186.0,76.0,40.86,73.6,176.9
2021-10-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),179.0,83.0,46.37,74.6,178.7
2021-10-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,81.0,48.5,75.6,176.4
2021-10-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),183.0,81.0,44.26,77.3,178.1
2021-10-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),159.0,85.0,53.46,80.9,177.6
2021-10-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),173.0,85.0,49.13,82.0,176.4
2021-10-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,91.0,54.17,83.1,173.6
2021-10-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),179.0,89.0,49.72,85.0,172.6
2021-10-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),170.0,86.0,50.59,85.4,171.3
2021-10-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),165.0,82.0,49.7,85.6,171.0
2021-10-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,76.0,45.24,84.9,168.9
2021-10-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),62.0,14.0,22.58,74.7,155.0
2021-10-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),59.0,20.0,33.9,65.4,138.7
2021-11-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,91.0,54.17,65.4,138.7
2021-11-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),163.0,98.0,60.12,66.7,136.4
2021-11-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,101.0,60.48,68.9,136.0
2021-11-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),185.0,109.0,58.92,72.7,138.9
2021-11-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,119.0,70.83,78.9,138.9
2021-11-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),176.0,102.0,57.95,91.4,155.1
2021-11-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),181.0,109.0,60.22,104.1,172.6
2021-11-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),173.0,109.0,63.01,106.7,173.3
2021-11-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),175.0,112.0,64.0,108.7,175.0
2021-11-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,104.0,61.9,109.1,175.1
2021-11-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),170.0,104.0,61.18,108.4,173.0
2021-11-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),186.0,100.0,53.76,105.7,175.6
2021-11-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),37.0,28.0,75.68,95.1,155.7
2021-11-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),164.0,93.0,56.71,92.9,153.3
2021-11-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),38.0,23.0,60.53,80.6,134.0
2021-11-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,87.0,51.79,77.0,133.0
2021-11-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,88.0,52.38,74.7,133.0
2021-11-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,82.0,49.1,71.6,132.6
2021-11-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),164.0,82.0,50.0,69.0,129.4
2021-11-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),40.0,23.0,57.5,68.3,129.9
2021-11-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),157.0,95.0,60.51,68.6,128.9
2021-11-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),165.0,101.0,61.21,79.7,147.0
2021-11-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),166.0,85.0,51.2,79.4,146.7
2021-11-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),183.0,91.0,49.73,79.9,148.9
2021-11-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),145.0,85.0,58.62,80.3,145.7
2021-11-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),6.0,0.0,0.0,68.6,123.1
2021-11-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),25.0,24.0,96.0,68.7,121.0
2021-11-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),156.0,96.0,61.54,68.9,120.9
2021-11-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),157.0,94.0,59.87,67.9,119.7
2021-12-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),172.0,101.0,58.72,70.1,120.6
2021-12-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),162.0,96.0,59.26,70.9,117.6
2021-12-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),163.0,100.0,61.35,73.0,120.1
2021-12-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),42.0,25.0,59.52,76.6,125.3
2021-12-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),158.0,95.0,60.13,86.7,144.3
2021-12-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),157.0,93.0,59.24,86.3,144.4
2021-12-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,92.0,55.09,86.0,145.9
2021-12-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),180.0,98.0,54.44,85.6,147.0
2021-12-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),164.0,92.0,56.1,85.0,147.3
2021-12-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),166.0,90.0,54.22,83.6,147.7
2021-12-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),36.0,23.0,63.89,83.3,146.9
2021-12-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),161.0,83.0,51.55,81.6,147.3
2021-12-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),165.0,99.0,60.0,82.4,148.4
2021-12-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,95.0,56.89,82.9,148.4
2021-12-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),163.0,96.0,58.9,82.6,146.0
2021-12-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),39.0,34.0,87.18,74.3,128.1
2021-12-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),164.0,97.0,59.15,75.3,127.9
2021-12-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),40.0,30.0,75.0,76.3,128.4
2021-12-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),162.0,89.0,54.94,77.1,128.6
2021-12-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),162.0,93.0,57.41,76.3,128.1
2021-12-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),173.0,77.0,44.51,73.7,129.0
2021-12-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,71.0,42.26,70.1,129.7
2021-12-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),170.0,73.0,42.94,75.7,148.4
2021-12-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),47.0,29.0,61.7,66.0,131.7
2021-12-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),39.0,21.0,53.85,64.7,131.6
2021-12-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),40.0,25.0,62.5,55.6,114.1
2021-12-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),157.0,73.0,46.5,52.7,113.4
2021-12-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,85.0,50.9,53.9,112.6
2021-12-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),168.0,106.0,63.1,58.9,112.6
2021-12-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),159.0,100.0,62.89,62.7,111.0
2021-12-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),35.0,20.0,57.14,61.4,109.3
2022-01-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),41.0,20.0,48.78,61.3,109.6
2022-01-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),50.0,35.0,70.0,62.7,111.0
2022-01-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),173.0,146.0,84.39,73.1,113.3
2022-01-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),218.0,152.0,69.72,82.7,120.6
2022-01-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),199.0,138.0,69.35,87.3,125.0
2022-01-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),214.0,148.0,69.16,94.1,132.9
2022-01-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),233.0,161.0,69.1,114.3,161.1
2022-01-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),77.0,50.0,64.94,118.6,166.3
2022-01-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),79.0,64.0,81.01,122.7,170.4
2022-01-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),193.0,147.0,76.17,122.9,173.3
2022-01-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),207.0,155.0,74.88,123.3,171.7
2022-01-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),216.0,153.0,70.83,125.4,174.1
2022-01-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),211.0,164.0,77.73,127.7,173.7
2022-01-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),232.0,168.0,72.41,128.7,173.6
2022-01-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),122.0,99.0,81.15,135.7,180.0
2022-01-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),111.0,85.0,76.58,138.7,184.6
2022-01-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),136.0,107.0,78.68,133.0,176.4
2022-01-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),132.0,101.0,76.52,125.3,165.7
2022-01-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),166.0,113.0,68.07,119.6,158.6
2022-01-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),143.0,109.0,76.22,111.7,148.9
2022-01-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),135.0,102.0,75.56,102.3,135.0
2022-01-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),146.0,101.0,69.18,102.6,138.4
2022-01-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),125.0,96.0,76.8,104.1,140.4
2022-01-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),259.0,213.0,82.24,119.3,158.0
2022-01-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),289.0,201.0,69.55,133.6,180.4
2022-01-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),291.0,201.0,69.07,146.1,198.3
2022-01-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),280.0,201.0,71.79,159.3,217.9
2022-01-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),148.0,94.0,63.51,158.1,219.7
2022-01-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),119.0,89.0,74.79,156.4,215.9
2022-01-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),133.0,94.0,70.68,156.1,217.0
2022-01-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),167.0,108.0,64.67,141.1,203.9
2022-02-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),302.0,200.0,66.23,141.0,205.7
2022-02-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),306.0,170.0,55.56,136.6,207.9
2022-02-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),172.0,104.0,60.47,122.7,192.4
2022-02-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),269.0,156.0,57.99,131.6,209.7
2022-02-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),137.0,93.0,67.88,132.1,212.3
2022-02-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),254.0,152.0,59.84,140.4,229.6
2022-02-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),278.0,171.0,61.51,149.4,245.4
2022-02-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),294.0,164.0,55.78,144.3,244.3
2022-02-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),264.0,141.0,53.41,140.1,238.3
2022-02-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),284.0,144.0,50.7,145.9,254.3
2022-02-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),272.0,137.0,50.37,143.1,254.7
2022-02-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),120.0,90.0,75.0,142.7,252.3
2022-02-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),359.0,167.0,46.52,144.9,267.3
2022-02-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),406.0,194.0,47.78,148.1,285.6
2022-02-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),399.0,176.0,44.11,149.9,300.6
2022-02-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),259.0,121.0,46.72,147.0,299.9
2022-02-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),258.0,149.0,57.75,147.7,296.1
2022-02-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),233.0,136.0,58.37,147.6,290.6
2022-02-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),77.0,51.0,66.23,142.0,284.4
2022-02-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),101.0,58.0,57.43,126.4,247.6
2022-02-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),232.0,122.0,52.59,116.1,222.7
2022-02-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),240.0,122.0,50.83,108.4,200.0
2022-02-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),246.0,126.0,51.22,109.1,198.1
2022-02-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),257.0,139.0,54.09,107.7,198.0
2022-02-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),244.0,135.0,55.33,107.6,199.6
2022-02-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),84.0,50.0,59.52,107.4,200.6
2022-02-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),194.0,122.0,62.89,116.6,213.9
2022-02-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,138.0,61.61,118.9,212.7
2022-03-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),222.0,128.0,57.66,119.7,210.1
2022-03-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),231.0,134.0,58.01,120.9,208.0
2022-03-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),226.0,150.0,66.37,122.4,203.6
2022-03-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),227.0,140.0,61.67,123.1,201.1
2022-03-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),88.0,47.0,53.41,122.7,201.7
2022-03-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),206.0,169.0,82.04,129.4,203.4
2022-03-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,164.0,73.21,133.1,203.4
2022-03-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),233.0,163.0,69.96,138.1,205.0
2022-03-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),211.0,148.0,70.14,140.1,202.1
2022-03-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),211.0,153.0,72.51,140.6,200.0
2022-03-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),222.0,168.0,75.68,144.6,199.3
2022-03-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),75.0,53.0,70.67,145.4,197.4
2022-03-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),199.0,148.0,74.37,142.4,196.4
2022-03-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),234.0,177.0,75.64,144.3,197.9
2022-03-15,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,170.0,72.34,145.3,198.1
2022-03-16,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),218.0,171.0,78.44,148.6,199.1
2022-03-17,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),236.0,178.0,75.42,152.1,202.7
2022-03-18,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),229.0,191.0,83.41,155.4,203.7
2022-03-19,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),79.0,61.0,77.22,156.6,204.3
2022-03-20,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),196.0,169.0,86.22,159.6,203.9
2022-03-21,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),240.0,201.0,83.75,163.0,204.7
2022-03-22,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,192.0,81.7,166.1,204.7
2022-03-23,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),153.0,145.0,94.77,162.4,195.4
2022-03-24,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),242.0,199.0,82.23,165.4,196.3
2022-03-25,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),214.0,193.0,90.19,165.7,194.1
2022-03-26,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),84.0,59.0,70.24,165.4,194.9
2022-03-27,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),203.0,159.0,78.33,164.0,195.9
2022-03-28,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),97.0,69.0,71.13,145.1,175.4
2022-03-29,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),239.0,169.0,70.71,141.9,176.0
2022-03-30,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),236.0,192.0,81.36,148.6,187.9
2022-03-31,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),230.0,183.0,79.57,146.3,186.1
2022-04-01,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,210.0,93.75,148.7,187.6
2022-04-02,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),96.0,79.0,82.29,151.6,189.3
2022-04-03,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),238.0,230.0,96.64,161.7,194.3
2022-04-04,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),258.0,235.0,91.09,185.4,217.3
2022-04-05,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),219.0,195.0,89.04,189.1,214.4
2022-04-06,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),224.0,208.0,92.86,191.4,212.7
2022-04-07,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),233.0,207.0,88.84,194.9,213.1
2022-04-08,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),215.0,200.0,93.02,193.4,211.9
2022-04-09,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),68.0,59.0,86.76,190.6,207.9
2022-04-10,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),204.0,203.0,99.51,186.7,203.0
2022-04-11,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),228.0,209.0,91.67,183.0,198.7
2022-04-12,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),77.0,63.0,81.82,164.1,178.4
2022-04-13,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),256.0,240.0,93.75,168.7,183.0
2022-04-14,ENFERMARIA,COVID-19 + SRAG (NÃO COVID-19),235.0,221.0,94.04,170.7,183.3
